PosX,PosY,TestItem1,TestItem2,TestItem3,TestItem4,TestItem5,TestItem6
-35,78,0.356953495,0.312983773,0.219427135,0.680087693,0.62982544,0.70716192
-35,79,0.601265255,0.618097277,0.005869978,0.690935666,0.802937774,0.553683369
-35,80,0.025276307,0.233444533,0.977187349,0.911020394,0.520463005,0.342586884
-35,81,0.58255539,0.221276442,0.986726287,0.233907868,0.089474648,0.850055696
-35,82,0.835106747,0.738360629,0.542463,0.561170212,0.261433061,0.50037434
-35,83,0.207505115,0.983256302,0.332993197,0.911453351,0.241918979,0.231983282
-35,84,0.223104477,0.494762037,0.952901812,0.106987325,0.241426645,0.561590197
-35,85,0.35463964,0.131497072,0.075355275,0.161562327,0.844866448,0.790426215
-35,86,0.292901606,0.254117662,0.160597391,0.770466717,0.288970556,0.307469928
-35,87,0.049633395,0.691881701,0.990864843,0.272053085,0.818971037,0.972656272
-35,88,0.649471728,0.293272191,0.610470849,0.401500455,0.839550654,0.893593992
-35,89,0.606158028,0.485952868,0.621244143,0.061288895,0.219714095,0.7442536
-35,90,0.387550526,0.521708159,0.934547141,0.968159324,0.093346978,0.132816371
-35,91,0.19701518,0.91310398,0.241826447,0.649866038,0.971333661,0.639031723
-35,92,0.195163186,0.446100977,0.798315235,0.19500823,0.638939961,0.353797606
-35,93,0.222926715,0.090591828,0.522577573,0.409197654,0.23181784,0.969549784
-34,-94,0.687071519,0.646121839,0.997709667,0.71867244,0.149047153,0.66632394
-34,-93,0.316037543,0.502055494,0.287481753,0.262596271,0.411393797,0.92514304
-34,-92,0.430891646,0.789149886,0.444628386,0.52112685,0.727806599,0.268955267
-34,-91,0.244998317,0.312566521,0.032296137,0.198826542,0.337468009,0.835764174
-34,-90,0.373811452,0.861727362,0.429550588,0.867236756,0.399427463,0.348513262
-34,-89,0.978185121,0.221040802,0.475435469,0.273113169,0.601802978,0.31661706
-34,-88,0.926276796,0.869102521,0.449892925,0.973915871,0.873425145,0.944267739
-34,-87,0.027019515,0.782366796,0.122880406,0.330248908,0.33918187,0.770778979
-34,-86,0.403645073,0.406908497,0.514416764,0.176586838,0.492324371,0.175388383
-34,-85,0.219151728,0.97899033,0.692875465,0.901108495,0.93331557,0.942148408
-34,-84,0.737137552,0.069441478,0.384962857,0.40916314,0.311652211,0.119509679
-34,-83,0.644962798,0.034053743,0.371341335,0.659229576,0.39374011,0.839951325
-34,-82,0.393887656,0.124443573,0.516821646,0.037292702,0.808542553,0.961897693
-34,-81,0.814698165,0.129977104,0.208623622,0.961602874,0.05922429,0.08571243
-34,-80,0.163558285,0.626831325,0.22935858,0.801195166,0.889004769,0.624976203
-34,-79,0.714571331,0.040060656,0.442910968,0.863717566,0.985037379,0.594094343
-34,-78,0.119824325,0.456396272,0.889205492,0.827818957,0.19885927,0.54767777
-34,-77,0.885269903,0.610125631,0.681772895,0.935185448,0.863428284,0.227493297
-34,-76,0.284098122,0.617574952,0.793139286,0.230803826,0.007150606,0.821697116
-34,-75,0.997712274,0.372063459,0.628055489,0.607942539,0.476631768,0.486585694
-34,-74,0.330971052,0.236265283,0.38696003,0.672900269,0.506539339,0.671249779
-34,-73,0.415428642,0.789422782,0.779486682,0.462279329,0.578220454,0.172635502
-34,-72,0.495679595,0.226147972,0.449314932,0.822031919,0.534005359,0.789674152
-34,-71,0.104193507,0.697199145,0.743355813,0.029794593,0.29782213,0.978367664
-34,-70,0.233096164,0.46124239,0.231616719,0.203660018,0.428978896,0.074183601
-34,-69,0.145682209,0.636769579,0.863445383,0.355777175,0.207548583,0.938794632
-34,-68,0.934277339,0.963533886,0.130922992,0.689598608,0.588434558,0.804614523
-34,-67,0.855133973,0.030986832,0.733276917,0.244911243,0.543955137,0.955272483
-34,-66,0.559801647,0.818008723,0.689983817,0.575960465,0.467193266,0.740879982
-34,-65,0.745961893,0.765922352,0.045959281,0.88623145,0.260491381,0.688566345
-34,-64,0.19443391,0.72572612,0.997344322,0.2024832,0.50339617,0.272237429
-34,-63,0.372469244,0.191336534,0.108090514,0.100001075,0.07319696,0.385086208
-34,-62,0.176716357,0.702267645,0.945000268,0.023055123,0.660101594,0.864813534
-34,-61,0.363147859,0.218972012,0.43657776,0.249333132,0.120282183,0.888280592
-34,-60,0.066681892,0.434952663,0.190351846,0.94046468,0.905114222,0.280831438
-34,-59,0.69383877,0.929137564,0.267568889,0.301895613,0.502342184,0.098743712
-34,-58,0.18603237,0.224071324,0.799295066,0.772902562,0.544575241,0.319383194
-34,-57,0.486179739,0.661830818,0.407042478,0.151826062,0.892176548,0.412203428
-34,-56,0.248847392,0.694433556,0.925400173,0.411147336,0.812662672,0.244814546
-34,-55,0.371529233,0.22026564,0.119317404,0.26842977,0.808595137,0.866660526
-34,-54,0.687623375,0.50899735,0.200788892,0.881548031,0.762288186,0.135003248
-34,-53,0.091931101,0.828065398,0.990093647,0.999939596,0.425786414,0.758115903
-34,-52,0.079094714,0.653182462,0.199602674,0.094554418,0.200827688,0.179515408
-34,-51,0.274687376,0.616511343,0.020225399,0.564849268,0.991483955,0.306431349
-34,-50,0.108590548,0.41407443,0.65381441,0.759704983,0.148023611,0.018113102
-34,-49,0.179728764,0.15578484,0.218734639,0.881508546,0.706166482,0.802638568
-34,-48,0.016488721,0.53589886,0.164355113,0.120595267,0.552281153,0.949915463
-34,-47,0.118793879,0.597910851,0.766464478,0.478675881,0.251107419,0.585467558
-34,-46,0.706609827,0.707027997,0.233295106,0.078161336,0.209002046,0.221115408
-34,-45,0.412338877,0.377805965,0.785806281,0.630607642,0.250465701,0.0790313
-34,-44,0.693663549,0.225906983,0.943598066,0.266973768,0.155747548,0.818509644
-34,-43,0.810241294,0.179459234,0.847813722,0.738049178,0.379501073,0.381988648
-34,-42,0.003468165,0.777812794,0.904920204,0.245329246,0.713900864,0.056162904
-34,-41,0.25195041,0.532121995,0.767643234,0.949989895,0.936922662,0.700988716
-34,-40,0.915905279,0.321471992,0.224068073,0.532874347,0.132226193,0.233102772
-34,-39,0.28434997,0.890681994,0.139230037,0.6437477,0.689844433,0.781424778
-34,-38,0.239441702,0.514682813,0.976328119,0.371279757,0.940024897,0.781236709
-34,-37,0.43417047,0.267372151,0.780530046,0.054944578,0.080022135,0.218836002
-34,-36,0.045107496,0.422633087,0.923696718,0.295342459,0.809938338,0.247377329
-34,-35,0.521949341,0.904225428,0.30460705,0.956603148,0.09175125,0.851716324
-34,-34,0.303454264,0.173465287,0.236874532,0.726677441,0.804512447,0.213826657
-34,-33,0.000126474,0.13236774,0.741203673,0.238329233,0.102348217,0.632254635
-34,-32,0.822467809,0.875803977,0.22061203,0.426136241,0.026071381,0.687817286
-34,-31,0.881858603,0.981039848,0.717705135,0.590529852,0.771417743,0.516994685
-34,-30,0.345737114,0.545477959,0.713644368,0.467566563,0.500613766,0.206824429
-34,-29,0.237502487,0.206591784,0.957750969,0.160190846,0.985563028,0.715773641
-34,-28,0.76636678,0.95670839,0.464623751,0.019898963,0.943498013,0.158578291
-34,-27,0.713303105,0.095001152,0.258108867,0.699565634,0.703784004,0.113906548
-34,-26,0.230075467,0.667459457,0.665031402,0.002812846,0.286573005,0.413626195
-34,-25,0.527730018,0.505523017,0.680590395,0.505631217,0.165748604,0.055481752
-34,-24,0.576620939,0.0274444,0.930686646,0.93089625,0.927623318,0.190680432
-34,-23,0.314383266,0.840544215,0.616958559,0.2565308,0.462735817,0.62565566
-34,-22,0.322183652,0.36105993,0.549172739,0.448910429,0.297441335,0.586202663
-34,-21,0.039556789,0.135843047,0.429937552,0.585517037,0.472514697,0.229006155
-34,-20,0.176951624,0.009445132,0.33489047,0.340205781,0.088636028,0.783368247
-34,-19,0.448482568,0.991058471,0.831652568,0.938565177,0.659349104,0.900409294
-34,-18,0.761467167,0.912936036,0.70052261,0.84630711,0.309116614,0.769473452
-34,-17,0.122768158,0.499018304,0.156703288,0.607044824,0.410533505,0.675279214
-34,-16,0.446880041,0.294953051,0.442187533,0.086420443,0.640405382,0.092435343
-34,-15,0.961843891,0.21546728,0.151397204,0.885620194,0.905796178,0.705491114
-34,-14,0.388261677,0.77623442,0.409517388,0.70851335,0.49704514,0.818250513
-34,-13,0.52656277,0.839356742,0.016034983,0.277073384,0.132532319,0.743638693
-34,-12,0.656528741,0.717136659,0.396800563,0.522485138,0.214543492,0.353475125
-34,-11,0.98556411,0.577359444,0.044332525,0.555550205,0.933010647,0.497970227
-34,-10,0.963901948,0.925930707,0.965559077,0.637178967,0.990995151,0.560070087
-34,-9,0.942302312,0.52217564,0.701449693,0.342336373,0.622785384,0.822484056
-34,-8,0.208861047,0.99391826,0.997518627,0.058085074,0.526851884,0.136087929
-34,-7,0.267420624,0.193843086,0.429389823,0.98421782,0.59878459,0.664901871
-34,-6,0.211180479,0.284359828,0.784102641,0.223883332,0.933922927,0.970096782
-34,-5,0.369962104,0.197818964,0.911825289,0.736076481,0.186060222,0.107820478
-34,-4,0.444965436,0.219388924,0.420267382,0.13752792,0.262977081,0.576503092
-34,-3,0.678283638,0.442390809,0.086441176,0.793391999,0.067672828,0.05167033
-34,-2,0.395523159,0.959949134,0.217382293,0.749089009,0.824243716,0.238215645
-34,-1,0.000637653,0.92925362,0.372466625,0.785496075,0.530422415,0.836507573
-34,0,0.43165185,0.574210403,0.668773238,0.929928657,0.395126562,0.122964096
-34,1,0.711774854,0.652347441,0.747961899,0.26105128,0.670344251,0.993416884
-34,2,0.918899122,0.237904892,0.397325112,0.047311321,0.375048734,0.522556584
-34,3,0.881720178,0.667516312,0.745453385,0.54124534,0.028637522,0.573987515
-34,4,0.493186236,0.99315623,0.963825729,0.671943574,0.028322284,0.493471445
-34,5,0.167430653,0.70155771,0.987569022,0.249727135,0.183016339,0.225169896
-34,6,0.1298557,0.025118754,0.277163287,0.900762348,0.850138289,0.642834172
-34,7,0.991855872,0.092391842,0.199155314,0.938368665,0.91703551,0.294297427
-34,8,0.944103298,0.586357889,0.412653251,0.89253759,0.83513511,0.759904889
-34,9,0.82966351,0.672224885,0.362946172,0.666830353,0.454563089,0.799425828
-34,10,0.832937651,0.516007669,0.4637339,0.464693678,0.294347578,0.864427345
-34,11,0.204910873,0.264822476,0.380533225,0.499648858,0.449320305,0.122598754
-34,12,0.700467993,0.356379073,0.062076284,0.966810884,0.509333862,0.265442104
-34,13,0.005756292,0.055613423,0.816245105,0.84558531,0.871588311,0.710546319
-34,14,0.927876231,0.384506945,0.429361904,0.40646045,0.52974582,0.893866574
-34,15,0.437569555,0.049628604,0.467110644,0.317442964,0.385064277,0.111783232
-34,16,0.531733156,0.368078563,0.072300833,0.359595026,0.454347951,0.322197658
-34,17,0.144937057,0.81409413,0.475189744,0.506306047,0.22736254,0.433577247
-34,18,0.058747773,0.733888268,0.007877034,0.147091872,0.168205237,0.771312989
-34,19,0.630256392,0.968323889,0.077165194,0.557909491,0.863089688,0.534991343
-34,20,0.994357971,0.062938448,0.989244929,0.049756438,0.57466537,0.051937277
-34,21,0.819784407,0.401491419,0.185704514,0.979793971,0.904742245,0.267362875
-34,22,0.21973655,0.540284031,0.301283259,0.249841004,0.757555634,0.985474877
-34,23,0.320908596,0.859751935,0.702309475,0.01836165,0.855249532,0.97975418
-34,24,0.263938949,0.144126987,0.7378267,0.454498496,0.161122645,0.878440656
-34,25,0.924223143,0.833822004,0.02922533,0.070420232,0.963240772,0.459243942
-34,26,0.497745602,0.423553171,0.803048269,0.46927403,0.493013409,0.69751841
-34,27,0.849431058,0.547885348,0.820260989,0.918039323,0.045273297,0.52580975
-34,28,0.795918932,0.61812664,0.716710472,0.799088106,0.067341837,0.28118886
-34,29,0.705047474,0.137392511,0.881313582,0.839036552,0.002454353,0.07837398
-34,30,0.850700634,0.545973657,0.8587956,0.636097128,0.74998283,0.204484086
-34,31,0.044577595,0.878195406,0.66613434,0.368688462,0.448285172,0.967606843
-34,32,0.034574361,0.40667877,0.815549573,0.228950211,0.360818215,0.733644684
-34,33,0.256722097,0.626983148,0.469010052,0.705767676,0.906878675,0.813654522
-34,34,0.691708079,0.769219481,0.043515376,0.826214172,0.264617649,0.899511309
-34,35,0.168040654,0.196889217,0.034170407,0.938171227,0.38288133,0.867562831
-34,36,0.635341291,0.966412522,0.595082599,0.70069289,0.358376556,0.963565227
-34,37,0.083069082,0.778470155,0.728557089,0.834780054,0.12015079,0.41818692
-34,38,0.476121025,0.213393939,0.022174297,0.341469049,0.74207266,0.072834001
-34,39,0.333097459,0.491558953,0.77405986,0.650288174,0.085881486,0.502079567
-34,40,0.722435059,0.764196783,0.017405239,0.559621927,0.14635452,0.942224125
-34,41,0.456197684,0.941219487,0.121961195,0.083197221,0.797795211,0.998004677
-34,42,0.11253885,0.178923914,0.665680917,0.187005606,0.960934956,0.505924436
-34,43,0.764293687,0.337242907,0.21854157,0.991709951,0.109562695,0.134591166
-34,44,0.801555491,0.040100788,0.264423731,0.70408781,0.651459755,0.221555515
-34,45,0.816938536,0.798331966,0.75238641,0.21891007,0.796940562,0.270484315
-34,46,0.799920865,0.333270455,0.610641954,0.302460934,0.269658513,0.888830796
-34,47,0.220728337,0.521219174,0.502995691,0.404620145,0.126119744,0.97351349
-34,48,0.412504821,0.311712237,0.343506457,0.599434038,0.615463853,0.333632429
-34,49,0.429481402,0.432205621,0.266574131,0.235921427,0.058387715,0.753897805
-34,50,0.06786852,0.185285187,0.632911868,0.248413916,0.89073683,0.055064097
-34,51,0.16873383,0.750726265,0.109356636,0.001947426,0.30812256,0.377785223
-34,52,0.984284158,0.777303899,0.309045707,0.532361414,0.478801354,0.885140016
-34,53,0.319098324,0.964202083,0.476146833,0.148023502,0.214539188,0.718490793
-34,54,0.34061432,0.775154231,0.53277527,0.36425613,0.934092263,0.763725551
-34,55,0.1484844,0.528353824,0.001885139,0.788422972,0.351826922,0.969838999
-34,56,0.510380111,0.121469481,0.678696288,0.127398251,0.368879595,0.420495667
-34,57,0.502579304,0.205443843,0.473679732,0.083917645,0.574555344,0.077558032
-34,58,0.123289488,0.965006428,0.524676943,0.275561872,0.851725403,0.284863346
-34,59,0.380801734,0.326850487,0.427757373,0.102035996,0.501860987,0.811181796
-34,60,0.49685161,0.864552013,0.805112245,0.649456655,0.801170089,0.338988997
-34,61,0.431941631,0.429514443,0.035584717,0.499129373,0.535156579,0.278497936
-34,62,0.905193765,0.107495707,0.53959834,0.9560696,0.756853914,0.358723266
-34,63,0.704737167,0.539626774,0.987704446,0.01068183,0.603700281,0.061131033
-34,64,0.676109373,0.525735756,0.425058841,0.571699661,0.127108432,0.479254132
-34,65,0.838129254,0.667120534,0.689081326,0.822770955,0.608267639,0.723150972
-34,66,0.325977215,0.478706552,0.761121039,0.553580751,0.34034296,0.076886827
-34,67,0.727171811,0.453677159,0.845529372,0.209934682,0.722032048,0.925170787
-34,68,0.356094197,0.470659424,0.087794517,0.194498413,0.528128988,0.94918878
-34,69,0.264980038,0.372036262,0.105199334,0.212767222,0.637723634,0.176452269
-34,70,0.551366496,0.290160049,0.940565692,0.889622326,0.011926587,0.07765285
-34,71,0.249718351,0.840282802,0.355737034,0.384469522,0.178886726,0.695361488
-34,72,0.533907224,0.090272581,0.49218649,0.408483277,0.892865923,0.805123282
-34,73,0.043213428,0.968461905,0.22922468,0.984789719,0.813246997,0.168655593
-34,74,0.365897757,0.449179933,0.515754655,0.291924667,0.889704196,0.278865643
-34,75,0.694170017,0.981090018,0.732808596,0.135048199,0.929893821,0.153522028
-34,76,0.762734047,0.003378428,0.965807512,0.55408619,0.477510731,0.448336127
-34,77,0.111275931,0.720700416,0.125027594,0.290412761,0.86328245,0.186611053
-34,78,0.826346278,0.162896638,0.638111857,0.204574116,0.16052388,0.889403554
-34,79,0.155319683,0.530421941,0.856075536,0.132911842,0.551600052,0.446738198
-34,80,0.335008871,0.034673828,0.434674916,0.626718896,0.361487891,0.840625001
-34,81,0.066088981,0.742977705,0.666411567,0.828942125,0.155885372,0.653210265
-34,82,0.047340874,0.049318068,0.614754228,0.432809629,0.390695023,0.560191472
-34,83,0.190107316,0.358404937,0.731712298,0.425013359,0.931508516,0.247554493
-34,84,0.722459824,0.207938716,0.625993525,0.511270115,0.034872026,0.697567802
-34,85,0.880466689,0.67353266,0.790207131,0.741129034,0.256807691,0.821781315
-34,86,0.43283678,0.721126003,0.929359014,0.524540459,0.02875292,0.905538148
-34,87,0.225033387,0.131247938,0.187124408,0.661900995,0.243885635,0.490319199
-34,88,0.539160449,0.626930134,0.787657632,0.231883679,0.364952008,0.779909841
-34,89,0.881985513,0.484357066,0.339458699,0.514889519,0.23874014,0.13168383
-34,90,0.776324735,0.613746347,0.832625513,0.161835054,0.841828948,0.855298214
-34,91,0.684991759,0.620672344,0.959321262,0.076315027,0.540961293,0.39264874
-34,92,0.744005953,0.279987814,0.965064557,0.31271677,0.176432105,0.893069572
-34,93,0.512744923,0.930687289,0.552878038,0.963357744,0.558611171,0.453367825
-34,94,0.480792356,0.45295089,0.027086719,0.88395633,0.502908619,0.220194267
-33,-94,0.630745335,0.548310078,0.655417982,0.689470013,0.210853073,0.877017084
-33,-93,0.526309398,0.969680174,0.840332763,0.314239957,0.096482569,0.890191694
-33,-92,0.768075131,0.197566261,0.603546189,0.241041965,0.371645431,0.096571612
-33,-91,0.911043402,0.189939044,0.313604475,0.030859983,0.516415436,0.147931204
-33,-90,0.730063576,0.583771672,0.961376538,0.680762022,0.165091684,0.879139814
-33,-89,0.374999669,0.168586158,0.95610616,0.356161574,0.248456346,0.960237144
-33,-88,0.444514646,0.983932673,0.222323736,0.354198117,0.318200316,0.520296073
-33,-87,0.383932629,0.752514375,0.767957391,0.703021903,0.943101487,0.398591777
-33,-86,0.474610146,0.274070162,0.586627061,0.754175576,0.070753256,0.978295783
-33,-85,0.00346788,0.739712419,0.491582542,0.913759459,0.785748936,0.216013967
-33,-84,0.33046273,0.728501684,0.145931422,0.07382984,0.888368827,0.068660905
-33,-83,0.412149897,0.920661856,0.962881832,0.777803763,0.897154755,0.129888808
-33,-82,0.551883121,0.582378367,0.776103762,0.671064747,0.843337822,0.265186613
-33,-81,0.046949015,0.511292518,0.43441293,0.799506188,0.829191243,0.577776101
-33,-80,0.12305552,0.29056607,0.603723947,0.156218785,0.828188354,0.548960658
-33,-79,0.039501524,0.730794661,0.449632829,0.197914414,0.252298361,0.971484845
-33,-78,0.149626756,0.203803282,0.105870666,0.786168004,0.904605223,0.729219654
-33,-77,0.948614834,0.068618519,0.836738146,0.483128939,0.484802096,0.147166658
-33,-76,0.617043319,0.117090723,0.100031185,0.952950934,0.210727157,0.289116843
-33,-75,0.929944712,0.821573824,0.648458009,0.343314532,0.265448393,0.985553304
-33,-74,0.18675203,0.093810069,0.605556066,0.567642077,0.355288265,0.874386995
-33,-73,0.313089825,0.423257096,0.708220292,0.292445265,0.560836144,0.488273642
-33,-72,0.47192996,0.720438875,0.70651902,0.760827896,0.117419525,0.426273664
-33,-71,0.805963211,0.872473749,0.706537471,0.738767109,0.853398651,0.815118741
-33,-70,0.157914204,0.928658022,0.500751265,0.900894646,0.561999121,0.879104602
-33,-69,0.334146356,0.642948382,0.235138,0.938906774,0.236577002,0.359555574
-33,-68,0.108558625,0.407735187,0.456905774,0.116326172,0.754633141,0.703955167
-33,-67,0.877802129,0.517389486,0.641260708,0.421307388,0.786009672,0.252847219
-33,-66,0.100002054,0.879065497,0.539178721,0.368636296,0.369662078,0.547306064
-33,-65,0.510326738,0.931990907,0.435451833,0.532444229,0.476213971,0.113254167
-33,-64,0.804983332,0.888040442,0.251796316,0.40540895,0.567974051,0.750669111
-33,-63,0.783093059,0.214408865,0.501549433,0.828182782,0.135194068,0.739429279
-33,-62,0.328948635,0.798885521,0.809449819,0.859366782,0.140435282,0.930613712
-33,-61,0.036843172,0.744213168,0.265548724,0.756536566,0.392010769,0.633027673
-33,-60,0.747849122,0.123002243,0.469686439,0.749314011,0.816304169,0.255690249
-33,-59,0.174427545,0.003000889,0.227249509,0.829071659,0.457905741,0.603669621
-33,-58,0.41913948,0.753285935,0.732968206,0.298003533,0.634792158,0.960113252
-33,-57,0.8818008,0.173808887,0.057844696,0.881809068,0.177882497,0.520828438
-33,-56,0.582918633,0.993181113,0.793751687,0.055892572,0.722557526,0.989354157
-33,-55,0.371348544,0.415050217,0.537097451,0.081661913,0.814691728,0.462628871
-33,-54,0.01799516,0.879431841,0.39923704,0.345596667,0.252833715,0.91196824
-33,-53,0.675677874,0.974582601,0.845415653,0.418744095,0.44232058,0.974052434
-33,-52,0.161844673,0.117088624,0.056009872,0.632263093,0.020496033,0.995919246
-33,-51,0.890136606,0.746050347,0.411107659,0.8201877,0.896196448,0.922053851
-33,-50,0.319081146,0.32036995,0.451992968,0.732853898,0.964361577,0.052174171
-33,-49,0.913256329,0.032735927,0.330217116,0.259166275,0.078608352,0.995938462
-33,-48,0.670729992,0.017463164,0.671651418,0.505013865,0.279713533,0.967133502
-33,-47,0.723237241,0.505334837,0.285323926,0.804933746,0.748000487,5.43E-05
-33,-46,0.318116806,0.980361092,0.960862013,0.919745233,0.851279119,0.502217423
-33,-45,0.649532435,0.175761809,0.845289183,0.934178132,0.87198147,0.082842309
-33,-44,0.170853433,0.164951291,0.767998595,0.036890112,0.446989918,0.059751464
-33,-43,0.728931012,0.134731855,0.845296842,0.169804886,0.800491602,0.935825209
-33,-42,0.025880864,0.629724704,0.408019472,0.046500462,0.874023584,0.268614348
-33,-41,0.91378995,0.738735942,0.096004087,0.437765416,0.84132212,0.513302032
-33,-40,0.890395516,0.272830741,0.018224412,0.174369836,0.795688804,0.607434569
-33,-39,0.824315254,0.483221825,0.611945603,0.991838311,0.10188245,0.65059992
-33,-38,0.000476246,0.554561286,0.940839502,0.952928857,0.114488218,0.180467868
-33,-37,0.718675159,0.66672563,0.304653873,0.674201192,0.416660277,0.49845926
-33,-36,0.582278609,0.076421029,0.973562346,0.256599269,0.655148927,0.959044518
-33,-35,0.001624943,0.712333829,0.153729839,0.819746307,0.271065461,0.369284286
-33,-34,0.357177899,0.19855055,0.907838873,0.946556335,0.948700805,0.183240348
-33,-33,0.013083268,0.54623316,0.228887026,0.064518982,0.960832716,0.467954513
-33,-32,0.745141163,0.878833921,0.79527745,0.641988498,0.276192167,0.16557229
-33,-31,0.913853818,0.018025016,0.210890119,0.802604886,0.529755847,0.912685726
-33,-30,0.845833874,0.265883678,0.100567579,0.704138624,0.363930055,0.422363331
-33,-29,0.82290644,0.610896742,0.632226061,0.383676855,0.15770517,0.048398811
-33,-28,0.678916568,0.207168575,0.678212995,0.941936312,0.887669731,0.989404375
-33,-27,0.197423796,0.506828282,0.618289707,0.46780328,0.075553143,0.010050449
-33,-26,0.051878352,0.861751198,0.168263675,0.55046009,0.702224572,0.595807094
-33,-25,0.746569864,0.386634628,0.445287307,0.674988413,0.219871916,0.647961012
-33,-24,0.408128116,0.509061538,0.877087314,0.473692625,0.69613577,0.645143757
-33,-23,0.780606142,0.914954125,0.473587118,0.735957625,0.241260297,0.589155159
-33,-22,0.038289532,0.857893936,0.146539373,0.409719368,0.405378068,0.893263348
-33,-21,0.785174989,0.196445309,0.517943796,0.564490606,0.691954331,0.589976033
-33,-20,0.959168037,0.009250524,0.561640233,0.935500352,0.120448448,0.304826628
-33,-19,0.08971984,0.171533363,0.775126982,0.839984831,0.077714006,0.200581481
-33,-18,0.038713386,0.492053861,0.063640418,0.893431486,0.93020518,0.748537917
-33,-17,0.2927411,0.76363578,0.557667867,0.949395904,0.402558322,0.661008287
-33,-16,0.007563373,0.195640388,0.458853176,0.572222743,0.480611319,0.797897948
-33,-15,0.024199022,0.03884818,0.666869373,0.324723612,0.817071404,0.829691624
-33,-14,0.432909392,0.981486126,0.197864844,0.826132344,0.184228432,0.409486367
-33,-13,0.659362184,0.178280914,0.061048125,0.664369964,0.88568922,0.585655571
-33,-12,0.736410077,0.044666039,0.496668237,0.130755812,0.941363593,0.014934464
-33,-11,0.340241505,0.558885048,0.810145335,0.616915171,0.5389065,0.790317244
-33,-10,0.124083351,0.615570077,0.946269974,0.732201679,0.463206547,0.541623677
-33,-9,0.731378895,0.724964244,0.356544115,0.97478901,0.527056451,0.79474871
-33,-8,0.846429469,0.489153095,0.877151878,0.929123743,0.794994731,0.728175751
-33,-7,0.349283023,0.270152013,0.960988946,0.516205977,0.134436054,0.342870948
-33,-6,0.933376511,0.454039521,0.399555301,0.260165894,0.023243843,0.447167659
-33,-5,0.315759248,0.14479948,0.035659116,0.192981474,0.726408959,0.195751759
-33,-4,0.169287911,0.660118755,0.132184419,0.860951515,0.789167138,0.674391579
-33,-3,0.445906116,0.689954211,0.238535674,0.161517257,0.551231325,0.637093784
-33,-2,0.74349524,0.08514403,0.893584273,0.938930095,0.083351087,0.435711194
-33,-1,0.497026236,0.410528855,0.751559638,0.643454794,0.974404961,0.264553427
-33,0,0.895328127,0.392174965,0.629496617,0.559948743,0.759689392,0.612034009
-33,1,0.700924676,0.516411255,0.616391154,0.547423243,0.788558853,0.255439875
-33,2,0.45651102,0.607301909,0.306534746,0.02604311,0.02522659,0.814627562
-33,3,0.205079945,0.204295186,0.020365697,0.60613881,0.559915178,0.083388685
-33,4,0.567327653,0.488663491,0.823261254,0.482832213,0.938109247,0.702337488
-33,5,0.243052451,0.758707018,0.244017697,0.662076382,0.203098096,0.287931584
-33,6,0.419392605,0.018497333,0.206645091,0.853961353,0.713923941,0.44343424
-33,7,0.325976026,0.758478091,0.702645119,0.481320929,0.110767986,0.080749072
-33,8,0.607751132,0.569555229,0.32899302,0.844828004,0.783417335,0.392482605
-33,9,0.409918854,0.222404643,0.814279022,0.677394546,0.078732162,0.020117382
-33,10,0.913407916,0.413456731,0.054997293,0.19618054,0.615861125,0.872476253
-33,11,0.247033866,0.214760957,0.541348382,0.399758464,0.36415433,0.228815665
-33,12,0.115456643,0.825394551,0.440877178,0.055226259,0.564565528,0.056546793
-33,13,0.378686591,0.22245613,0.32734442,0.843572491,0.103838476,0.71904742
-33,14,0.466503393,0.38106311,0.522795686,0.225988764,0.084593633,0.607618196
-33,15,0.206636623,0.831059536,0.355837529,0.092063483,0.575122205,0.747186291
-33,16,0.222583209,0.78057453,0.843455195,0.622008359,0.503990153,0.452896499
-33,17,0.575196268,0.169721696,0.435179412,0.10382074,0.11836201,0.302099993
-33,18,0.357784345,0.312352665,0.360636369,0.500249899,0.009316134,0.240478622
-33,19,0.590184701,0.841252223,0.839667251,0.361603402,0.544322614,0.689491839
-33,20,0.509226838,0.957361804,0.572758495,0.40163239,0.463334495,0.507283768
-33,21,0.90408214,0.695024202,0.955370382,0.859392362,0.229664498,0.476836801
-33,22,0.425404038,0.143142632,0.450324032,0.089692964,0.593302095,0.014811543
-33,23,0.088564486,0.097016166,0.083858643,0.847238026,0.765318754,0.668561333
-33,24,0.372243939,0.546771977,0.87209532,0.875585893,0.63472875,0.848015726
-33,25,0.770463754,0.379381849,0.012094144,0.389030033,0.058931875,0.616001213
-33,26,0.532193239,0.329177207,0.743938264,0.712635941,0.618405913,0.726022335
-33,27,0.782116667,0.879937919,0.171229878,0.013502248,0.450925809,0.130038871
-33,28,0.829479325,0.069322432,0.825187915,0.299096375,0.05848084,0.543139787
-33,29,0.600606953,0.380496001,0.72781499,0.600379338,0.115261029,0.984958729
-33,30,0.335748361,0.720531782,0.609475408,0.534840884,0.343198026,0.156461845
-33,31,0.480688576,0.711638957,0.129343284,0.79350293,0.149086391,0.190359316
-33,32,0.197067874,0.771507112,0.341650615,0.650131026,0.760448063,0.994526807
-33,33,0.276008443,0.942248196,0.238119896,0.296248755,0.477241477,0.839360236
-33,34,0.486107111,0.940220025,0.666627574,0.745415117,0.926293326,0.05976313
-33,35,0.104305725,0.781058001,0.802991747,0.012501319,0.525111723,0.989653174
